Departamento ;Municipio;Agencia_Organizacion;Institucion_donde_se_entrega;Nombre_institucion;Insumo;Unidad_de_medidad; Cantidad_personas ;Disponible ;Entregado;Fecha_de_entrega
Norte de Santander;;OPS;Secretaría de Salud;;tapabocas n95 cajas x 20;;7;Si;si;Abril
Guajira ;;OPS;Secretaría de Salud;;trajes de equipo de proteccion tybek;;2;Si;Si;Abril
Vichada;;OPS;Secretaría de Salud;;polainas desechables;;1;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;protector facial;unidades; 15 ;Si;si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;toalla desinfectantes;paquetes por 10 und; 120 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;toalla para manos hoja tripe;paquetes por 10 und; 50 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;overol desechable;paquetes; 59 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;overol desechable;paquetes; 120 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Overol desechable;unidades; 1 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;overol desechable;unidades; 60 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;tapabocas n95 cajas x 15;unidades; 126 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;mascarilla tapabocas no quirurgica-no esteriles cajas x 50;cajas; 7.000 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;overol desechable;cajas; 1.000 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;overol desechable;unidades; 5 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;overol desechable;unidades; 500 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Overol desechable;unidades; 500 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Máscaras de Alta Eficiencia N95;unidades; 20 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Trajes de equipo de proteccion tybek;unidades; 20 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Trajes de equipo de proteccion tybek;unidades; 20 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Trajes de equipo de proteccion tybek;unidades; 20 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Termómetro infrarrojo;cajas; 300 ;Si;Si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Trajes de equipo de proteccion tybek;cajas; 60 ;Si;si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Termómetro infrarrojo;unidades; 120 ;Si;si;Abril
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;mesa de puente graduable, kramer ref: e-77 b unidad;paquetes por 10 und; 1 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;pulsoximetro o sensor de pulsoximetria;unidades; 60 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;pulsoximetro o sensor de pulsoximetria;unidades; 60 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;pulsoximetro o sensor de pulsoximetria;unidades; 100 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;pulsoximetro o sensor de pulsoximetria;unidades; 1 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;unidad manual respiratoria o ambu adulto;unidades; 1 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;unidad manual respiratoria o ambu adulto;unidades; 48 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Unidad manual respiratoria o ambu adulto;unidades; 120 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Unidad manual respiratoria o ambu adulto;unidades; 20 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Sonda succion. sistema de aspiracion cerrada, disco, puerto mdi, 10 fr, esteril, dar;paquetes; 60 ;Si;si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Toallas para manos;paquetes; 50 ;Si;Si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Vinilo calibre 30 color transparente medida 50 ancho;unidades; 3 ;Si;Si;Mayo
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Capsula para el traslado de pacientes.;unidades; 1 ;Si;Pendiente;Junio
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Hepa filter: 99.99% eficency for 0.3um particles (3 pieces). (200 cambios a la capsula);unidades; 40 ;Si;Pendiente;Junio
Nacional;Nacional;OPS;Fuerza Aerea Colombiana;Fuerza Aerea Colombiana;Filtro vírico (circuito de ventilación) (200 cambios a la capsula);unidades; 30 ;Si;Pendiente;Junio
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Guantes nitrilo;cajas; 500 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Guantes nitrilo;cajas; 200 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Guantes nitrilo;cajas; 500 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Guantes látex;cajas; 200 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;HIPOCLORITO DE SODIO AL 13%;galones; 5 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Overol desechable;unidades; 50 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Overol desechable;unidades; 100 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Overol desechable;unidades; 50 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Overol desechable;unidades; 100 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Alcohol glicerinado;litro; 15 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Máscaras de Alta Eficiencia N95;cajas; 150 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;1 set de iniciadores y sonda para Gen E;Set; 3.400 ;Si;si;Febrero
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;15 kits para detección del Gen E ;Set;;Si;si;Febrero
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;3 sets de iniciadores y sondas para Gen RdRP ;Set; 6.280 ;Si;si;Marzo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;2 Set Control E-gen;Set; 100.000 ;Si;si;ABRIL
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;1 sets de iniciadores y sondas para Gen RdRP ;Set;;Si;si;ABRIL
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;3 Set Control Positivo E-gen;Set; 154.000 ;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;3 sets de iniciadores y sondas para Gen RdRP ;Set;;Si;si;Mayo
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Auxiliares de laboratorio;;3;si;si;Abril
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Bacteriologas;;5;si;si;Abril
Nacional;Nacional;OPS;Instituto Nacional de Salud - INS;INS;Digitadores;;8;si;si;Abril
Cundinamarca;Cundinamarca;OPS;Gobernación de Cundinamarca;Gobernación de Cundinamarca;2 Set Control E-gen;Set; 100.000 ;Si;si;Mayo
Cundinamarca;Cundinamarca;OPS;Gobernación de Cundinamarca;Gobernación de Cundinamarca;1 sets de iniciadores y sondas para Gen RdRP ;Set; 100.000 ;Si;si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Alcohol glicerinado;litro; 720 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Alcohol glicerinado;litro; 720 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Batas desechables;paquetes por 10 und; 700 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Batas desechables;paquetes por 10 und; 120 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Gafas de proteccion;unidades; 706 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes nitrilo;cajas; 1.400 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes nitrilo;cajas; 300 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes nitrilo;cajas; 1.000 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes nitrilo;cajas; 2.000 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes nitrilo;cajas; 800 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes nitrilo;cajas; 500 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;HIPOCLORITO DE SODIO AL 13%;galones; 10 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Mascarilla no quirúrgica ;cajas; 600 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Overol desechable;unidades; 145 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Overol desechable;unidades; 80 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Overol desechable;unidades; 215 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Overol desechable;unidades; 80 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Máscaras de Alta Eficiencia N95;cajas; 1.320 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Trajes de equipo de proteccion tybek;unidades; 240 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Trajes de equipo de proteccion tybek;unidades; 340 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Trajes de equipo de proteccion tybek;unidades; 100 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Termómetro infrarrojo;unidades; 4 ;Si;si;Abril
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Batas desechables;unidades; 1.200 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Batas desechables;unidades; 50 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes látex;cajas; 2.500 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Mascarilla Quirúrgica;cajas; 1.250 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Máscaras de Alta Eficiencia N95;unidades; 50 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Gafas de proteccion;unidades; 50 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Bolsas de bioseguridad;paquetes; 20 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Batas desechables;unidades talla M; 50 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Batas desechables;unidades talla L; 50 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Tapabocas Adulto;unidades; 1.000 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Sales de hidratación;unidades; 100 ;Si;Si;Febrero
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit PPE talla S;kit; 145 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit PPE talla L;kit; 109 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit PPE talla XL;kit; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes látex;cajas; 400 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Máscaras de Alta Eficiencia N95;unidades; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Monogafas;unidades; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Cubre zapatos;par; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Trajes de equipo de proteccion tybek;unidades; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Bolsas rojasmanejo de desechos orgánicos;paquetes; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Pañitos Desinfectantes caja X 100 unidades;unidades; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Toallitas de Alcohol;cajas; 400 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Delantal de Polietileno;unidades; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Manual de instrucciones trajes PPE;unidades; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Toallitas alcohol al 70% 100 cajas x 100 unidades;cajas; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Alcohol glicerinado;Botella 150 ml; 50 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Jabon antiseptico / envase x galon;galones; 3 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Batas desechables;paquetes por 10 und; 100 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Bolsa para cadaveres;unidades; 5 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Termometro infrarojo;unidades; 3 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Tapabocas niño / Caja x 50 unidades;cajas; 1 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit PPE Talla S;kit; 50 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit PPE Talla L;kit; 50 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Ventilador portátil Modelo S1600 Perlong Medical;unidades; 5 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Filtro para circuito de ventilador;unidades; 500 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Máscaras de Alta Eficiencia N95;unidades; 5.000 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit de dispositivos e insumos medicos baja complejidad;kit; 3 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit de dispositivos e insumos medicos baja complejidad;kit; 3 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit de dispositivos e insumos medicos alta complejidad;kit; 3 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Circuito universal para ventilación adulto expansible desechables;unidades; 6 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Regulador Flujometro de Oxigeno para Perlong medical.;unidades; 6 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Ventilador Ivent 201;unidades; 1 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Guantes  nitrilo ;cajas; 140 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Mascarilla Quirúrgica;cajas; 150 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Trajes de proteccion dupont (Tibek);unidades; 2.000 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Alcohol glicerinado;litro; 30 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Caretas de protección con pantalla de acetato y ajustables;unidades; 4.800 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Máscaras de Alta Eficiencia N95;unidades; 4.000 ;Si;Si;Mayo
Nacional;Nacional;OPS;Ministerio de Salud;Ministerio de Salud;Kit cirujano 35 grs (blusa manga larga ,pantalon,gorro y polainas);kit; 3.500 ;Si;Si;Mayo
Amazonas; Leticia;ACH;;;Máscaras de Alta Eficiencia N95;;300;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Máscaras de Alta Eficiencia N95;;100;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Mascarilla Quirúrgica;;2.480;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Mascarilla Quirúrgica;;720;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Gorros desechables;;1.240;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Gorros desechables;;360;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Batas desechables;;1.660;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Batas desechables;;480;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Traje completo desechable;;48;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Traje completo desechable;;12;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Guantes Estériles;;124;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Guantes Estériles;;36;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Caretas;;48;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Caretas;;12;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Gel Antibacterial;;14;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Gel Antibacterial;;6;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Alcohol;;14;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Alcohol;;6;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Cloro granulado;;1;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Cloro granulado;;1;SI;SI;Mayo
Amazonas; Leticia;ACH;;;Elementos de desinfeción  IPC- WASH;;;SI;SI;Mayo
Amazonas; Puerto Nariño;ACH;;;Elementos de desinfeción  IPC- WASH;;;SI;SI;Mayo
;;ACNUR;;;Máscaras de Alta Eficiencia N95;;600;SI;SI;Abril
;;ACNUR;;;Máscaras de Alta Eficiencia N95;;10000;SI;SI;Junio
;;ACNUR;;;Máscaras de Alta Eficiencia N95;;500;SI;SI;Junio
;;ACNUR;;;Máscaras de Alta Eficiencia N95;;700;SI;SI;Junio
;;ACNUR;;;Máscaras de Alta Eficiencia N95;;225;SI;SI;Junio
;;ACNUR;;;Máscaras de Alta Eficiencia N95;;1500;SI;SI;Junio
;;ACNUR;;;Mascarilla Quirúrgica;;300;SI;SI;Junio
;;ACNUR;;;Mascarilla Quirúrgica;;2.000;SI;SI;Junio
;;ACNUR;;;Mascarilla Quirúrgica;;2.300;SI;SI;Junio
;;ACNUR;;;Mascarilla Quirúrgica;;80.000;SI;SI;Junio
;;ACNUR;;;Mascarilla Quirúrgica;;1.000;SI;SI;Junio
;;ACNUR;;;Mascarilla Quirúrgica;;225;SI;SI;Junio
;;ACNUR;;;Mascarilla Quirúrgica;;1.500;SI;SI;Junio
;;ACNUR;;;Batas desechables;;300;SI;SI;Junio
;;ACNUR;;;Batas desechables;;300;SI;SI;Junio
;;ACNUR;;;Batas desechables;;50;SI;SI;Junio
;;ACNUR;;;Batas desechables;;2000;SI;SI;Junio
;;ACNUR;;;Batas desechables;;300;SI;SI;Junio
;;ACNUR;;;Batas desechables;;225;SI;SI;Junio
;;ACNUR;;;Batas desechables;;500;SI;SI;Junio
;;ACNUR;;;Protector Visual;;30;SI;SI;Junio
;;ACNUR;;;Protector Visual;;225;SI;SI;Junio
;;ACNUR;;;Guantes Estériles;;300;SI;SI;Junio
;;ACNUR;;;Guantes Estériles;;300;SI;SI;Junio
;;ACNUR;;;Caretas;;1.500;SI;SI;Junio
;;ACNUR;;;Caretas;;100;SI;SI;Junio
;;ACNUR;;;Caretas;;225;SI;SI;Junio
;;ACNUR;;;Termómetros Laser;;1000;SI;SI;Junio
;;ACNUR;;;Termómetros Laser;;10;SI;SI;Junio
;;ACNUR;;;Termómetros Laser;;12;SI;SI;Junio
;;ACNUR;;;Termómetros Laser;;300;SI;SI;Junio
;;ACNUR;;;Jabón;;50;SI;SI;Junio
;;ACNUR;;;Jabón;;50;SI;SI;Junio
;;ACNUR;;;Jabón;;100;SI;SI;Junio
;;ACNUR;;;Jabón;;10;SI;SI;Junio
;;ACNUR;;;Gel Antibacterial;;100;SI;SI;Junio
;;ACNUR;;;Gel Antibacterial;;500;SI;SI;Junio
;;ACNUR;;;Gel Antibacterial;;38;SI;SI;Junio
;;ACNUR;;;Toallas de Papel;;225;SI;SI;Junio
;;ACNUR;;;Toallas de Papel;;225;SI;SI;Junio
;;ACNUR;;;Toallas Tyvek;;600;SI;SI;Junio
;;ACNUR;;;Toallas Tyvek;;60;SI;SI;Junio
;;ACNUR;;;Personal Vigilancia;;225;SI;SI;Junio
Norte de Santander ;;ACNUR;;;Personal Sanidad Portuaria;;4*;SI;SI;Junio
Norte de Santander;;ACNUR;;;Personal CRUE;;9;SI;SI;Junio
La Guajira;;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
La Guajira;;ACNUR;;;Insumos Aislamiento;;25;SI;SI;Junio
La Guajira;;ACNUR;;;Insumos Aislamiento;;40;SI;SI;Junio
Santander;Bucarmanga;ACNUR;;;Insumos Aislamiento;;7;SI;SI;Junio
Norte de Santander;Pamplona;ACNUR;;;Insumos Aislamiento;;4;SI;SI;Junio
Norte de Santander;Cucuta;ACNUR;;;Insumos Aislamiento;;62;SI;SI;Junio
Bogotá;Bogotá;ACNUR;;;Insumos Aislamiento;;22;SI;SI;Junio
Vichada;Puerto Carreño;ACNUR;;;Insumos Aislamiento;;10;SI;SI;Junio
Vichada;Cumaribo;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Insumos Aislamiento;;23;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Bogotá;Bogotá;ACNUR;;;Insumos Aislamiento;;3;SI;SI;Junio
Guainia;Inirida;ACNUR;;;Insumos Aislamiento;;10;SI;SI;Junio
Arauca;Tame;ACNUR;;;Insumos Aislamiento;;10;SI;SI;Junio
Arauca;Arauca;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
La Guajira;Maicao;ACNUR;;;Insumos Aislamiento;;40;SI;SI;Junio
La Guajira;Maicao;ACNUR;;;Insumos Aislamiento;;25;SI;SI;Junio
Antioquia;Medellin ;ACNUR;;;Insumos Aislamiento;;3;SI;SI;Junio
Antioquia;Medellin ;ACNUR;;;Insumos Aislamiento;;10;SI;SI;Junio
Antioquia;;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Antioquia;;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Antioquia;;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Antioquia;Turbo;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Antioquia;Apartado;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Choco;Quibdo;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Choco;Quibdo;ACNUR;;;Insumos Aislamiento;;3;SI;SI;Junio
Valle del Cauca;Cali;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Valle del Cauca;Buenaventura;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Valle del Cauca;Buenaventura;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Valle del Cauca;Buenaventura;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Valle del Cauca;Jamundi;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Valle del Cauca;Jamundi;ACNUR;;;Insumos Aislamiento;;4;SI;SI;Junio
Valle del Cauca;Cali;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Valle del Cauca;Cali;ACNUR;;;Insumos Aislamiento;;4;SI;SI;Junio
Nariño;Ipiales;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Nariño;Ipiales;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Nariño;Ipiales;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Nariño;Pasto;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Nariño;Tumaco;ACNUR;;;Insumos Aislamiento;;3;SI;SI;Junio
Nariño;Tumaco;ACNUR;;;Insumos Aislamiento;;3;SI;SI;Junio
Nariño;Roberto Payan;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Nariño;Roberto Payan;ACNUR;;;Insumos Aislamiento;;4;SI;SI;Junio
Nariño;Olaya Herrera;ACNUR;;;Insumos Aislamiento;;3;SI;SI;Junio
Putumayo;Colon;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Putumayo;Mocoa;ACNUR;;;Insumos Aislamiento;;2;SI;SI;Junio
Putumayo;Puerto Asís;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Putumayo;Orito;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Putumayo;Valle del Guamuez;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Putumayo;San Miguel;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
